year,month,dow_average,month_int,gold_price,DOW_div_gold,dow_div_gold_monthly_change,monthyly_cpi
1984,Feb,"1,164.45",2,967.97,1.202981497,-0.146412858,102.40
1984,Mar,"1,161.98",3,984.93,1.179756199,-0.023225299,102.60
1984,Apr,"1,152.72",4,947.32,1.216822193,0.037065994,103.10
1984,May,"1,143.42",5,936.97,1.220340808,0.003518615,103.40
1984,Jun,"1,121.14",6,932.19,1.202692686,-0.017648122,103.70
1984,Jul,"1,113.29",7,854.07,1.303506404,0.100813717,104.10
1984,Aug,"1,212.82",8,853.15,1.421580893,0.11807449,104.50
1984,Sep,"1,213.52",9,833.02,1.456766692,0.035185798,105.00
1984,Oct,"1,199.30",10,827.71,1.44893743,-0.007829262,105.30
1984,Nov,"1,211.31",11,830.53,1.458477748,0.009540318,105.30
1984,Dec,"1,188.96",12,778.13,1.527970905,0.069493157,105.30
1985,Jan,"1,238.16",1,734.47,1.685791981,0.157821077,105.50
1985,Feb,"1,283.23",2,721.64,1.778208408,0.092416427,106.00
1985,Mar,"1,268.84",3,733.77,1.729210593,-0.048997815,106.40
1985,Apr,"1,266.38",4,779.49,1.624621471,-0.104589122,106.90
1985,May,"1,279.41",5,756.12,1.692071485,0.067450014,107.30
1985,Jun,"1,314.00",6,753.96,1.742798026,0.050726542,107.60
1985,Jul,"1,343.17",7,755.3,1.778330104,0.035532077,107.80
1985,Aug,"1,326.19",8,783.35,1.692967848,-0.085362256,108.00
1985,Sep,"1,317.95",9,764,1.725062001,0.032094153,108.30
1985,Oct,"1,351.58",10,768.73,1.758196325,0.033134324,108.70
1985,Nov,"1,432.89",11,764.87,1.873370638,0.115174313,109.00
1985,Dec,"1,517.02",12,754.5,2.010628294,0.137257656,109.30
1986,Jan,"1,534.85",1,808.94,1.897359508,-0.113268786,109.60
1986,Feb,"1,652.74",2,794.36,2.080589207,0.183229699,109.30
1986,Mar,"1,757.36",3,814.67,2.157143383,0.076554177,108.80
1986,Apr,"1,807.06",4,804.42,2.246412435,0.089269052,108.60
1986,May,"1,801.81",5,806.22,2.234885669,-0.011526766,108.90
1986,Jun,"1,867.71",6,802.14,2.328408412,0.093522744,109.50
1986,Jul,"1,809.92",7,816.26,2.217330485,-0.111077927,109.50
1986,Aug,"1,843.45",8,881.89,2.090342765,-0.12698772,109.70
1986,Sep,"1,813.48",9,972.8,1.864186834,-0.226155931,110.20
1986,Oct,"1,817.06",10,983.35,1.847822771,-0.016364063,110.30
1986,Nov,"1,883.65",11,923.44,2.039821354,0.191998584,110.40
1986,Dec,"1,924.09",12,906.66,2.122169682,0.082348327,110.50
1987,Jan,"2,065.13",1,941.52,2.193398517,0.071228835,111.20
1987,Feb,"2,202.34",2,921.14,2.390887493,0.197488976,111.60
1987,Mar,"2,292.61",3,935.93,2.449556736,0.058669244,112.10
1987,Apr,"2,302.66",4,999.36,2.304131787,-0.145424949,112.70
1987,May,"2,291.12",5,1042.71,2.19727441,-0.106857377,113.10
1987,Jun,"2,384.02",6,1015.78,2.346982793,0.149708383,113.50
1987,Jul,"2,481.73",7,1016.42,2.441635616,0.094652823,113.80
1987,Aug,"2,655.02",8,1032.34,2.571850175,0.130214559,114.40
1987,Sep,"2,570.81",9,1025.85,2.506028682,-0.065821492,115.00
1987,Oct,"2,224.58",10,1035.69,2.147922465,-0.358106217,115.30
1987,Nov,"1,931.88",11,1039.92,1.857715017,-0.290207449,115.40
1987,Dec,"1,910.07",12,1081.54,1.766067577,-0.091647439,115.40
1988,Jan,"1,947.35",1,1054.57,1.846577278,0.080509701,115.70
1988,Feb,"1,980.65",2,975.76,2.029853653,0.183276375,116.00
1988,Mar,"2,044.32",3,976.43,2.093665077,0.063811425,116.50
1988,Apr,"2,036.14",4,988.6,2.059614607,-0.034050471,117.10
1988,May,"1,988.91",5,984.39,2.020453566,-0.039161041,117.50
1988,Jun,"2,104.95",6,979.76,2.14843431,0.127980745,118.00
1988,Jul,"2,104.23",7,946.88,2.222277374,0.073843064,118.50
1988,Aug,"2,051.28",8,929.19,2.207602975,-0.014674399,119.00
1988,Sep,"2,080.07",9,881.72,2.359101151,0.151498175,119.80
1988,Oct,"2,144.33",10,868.43,2.469206883,0.110105732,120.20
1988,Nov,"2,099.04",11,896.04,2.342571866,-0.126635016,120.30
1988,Dec,"2,148.59",12,891.46,2.410192803,0.067620937,120.50
1989,Jan,"2,234.68",1,854.36,2.61561425,0.205421447,121.10
1989,Feb,"2,304.31",2,816.96,2.820585173,0.204970923,121.60
1989,Mar,"2,283.10",3,817.48,2.792851201,-0.027733972,122.30
1989,Apr,"2,348.92",4,800.64,2.933802958,0.140951756,123.10
1989,May,"2,439.57",5,767.55,3.178383404,0.244580446,123.80
1989,Jun,"2,494.89",6,760.08,3.28240568,0.104022276,124.10
1989,Jul,"2,554.04",7,772.69,3.305387672,0.022981992,124.40
1989,Aug,"2,691.12",8,751.48,3.581089838,0.275702166,124.60
1989,Sep,"2,693.41",9,742.28,3.628563345,0.047473508,125.00
1989,Oct,"2,692.01",10,749.11,3.593609872,-0.034953474,125.60
1989,Nov,"2,642.50",11,804.61,3.284199799,-0.309410073,125.90
1989,Dec,"2,728.47",12,832.01,3.279365633,-0.004834166,126.10
1990,Jan,"2,679.24",1,825.91,3.243981019,-0.035384613,127.40
1990,Feb,"2,614.19",2,834.41,3.132979559,-0.11100146,128.00
1990,Mar,"2,700.13",3,781.28,3.456036015,0.323056457,128.70
1990,Apr,"2,708.27",4,744.46,3.637898611,0.181862596,128.90
1990,May,"2,793.82",5,732.2,3.815655186,0.177756575,129.20
1990,Jun,"2,894.84",6,695.22,4.163916595,0.348261409,129.90
1990,Jul,"2,934.23",7,713.36,4.113250773,-0.050665822,130.40
1990,Aug,"2,681.89",8,770.38,3.481257697,-0.631993076,131.60
1990,Sep,"2,550.69",9,751.2,3.395493526,-0.085764171,132.70
1990,Oct,"2,460.54",10,730.73,3.367234314,-0.028259212,133.50
1990,Nov,"2,518.58",11,731.39,3.44355399,0.076319675,133.80
1990,Dec,"2,610.92",12,723.65,3.607987287,0.164433297,133.80
1991,Jan,"2,587.60",1,729.69,3.546169669,-0.061817618,134.60
1991,Feb,"2,863.05",2,692.12,4.136634353,0.590464684,134.80
1991,Mar,"2,920.12",3,689.77,4.233469127,0.096834774,135.00
1991,Apr,"2,925.55",4,679.47,4.305641964,0.072172837,135.20
1991,May,"2,928.43",5,675.03,4.338217965,0.032576,135.60
1991,Jun,"2,968.14",6,691.55,4.292010701,-0.046207264,136.00
1991,Jul,"2,978.19",7,691.77,4.305168428,0.013157728,136.20
1991,Aug,"3,006.09",8,667.99,4.50020346,0.195035031,136.60
1991,Sep,"3,010.36",9,652.06,4.616684047,0.116480588,137.20
1991,Oct,"3,019.74",10,669.46,4.510708826,-0.105975222,137.40
1991,Nov,"2,986.13",11,670.74,4.451985866,-0.058722959,137.80
1991,Dec,"2,958.66",12,671.25,4.407682894,-0.044302972,137.90
1992,Jan,"3,227.06",1,658.44,4.901067813,0.493384919,138.10
1992,Feb,"3,257.27",2,654.4,4.977496461,0.076428648,138.60
1992,Mar,"3,247.42",3,633.67,5.124785341,0.14728888,139.30
1992,Apr,"3,294.10",4,621.87,5.297080158,0.172294817,139.50
1992,May,"3,376.79",5,618.78,5.457165713,0.160085555,139.70
1992,Jun,"3,337.79",6,623.62,5.352283296,-0.104882417,140.20
1992,Jul,"3,329.41",7,644.75,5.163876062,-0.188407234,140.50
1992,Aug,"3,307.46",8,623.66,5.303301707,0.139425646,140.90
1992,Sep,"3,293.93",9,627.46,5.249623197,-0.05367851,141.30
1992,Oct,"3,198.70",10,622.26,5.140455758,-0.109167439,141.80
1992,Nov,"3,238.49",11,604.87,5.354026485,0.213570727,142.00
1992,Dec,"3,303.15",12,605,5.459759579,0.105733094,141.90
1993,Jan,"3,277.73",1,591.63,5.540168687,0.080409107,142.60
1993,Feb,"3,367.26",2,590.12,5.706056217,0.16588753,143.10
1993,Mar,"3,440.73",3,589.5,5.836700225,0.130644008,143.60
1993,Apr,"3,423.62",4,608.56,5.625778575,-0.21092165,144.00
1993,May,"3,478.18",5,653.84,5.319611832,-0.306166743,144.20
1993,Jun,"3,513.81",6,660.55,5.319527116,-8.47158E-05,144.40
1993,Jul,"3,529.44",7,697.6,5.059400939,-0.260126177,144.40
1993,Aug,"3,597.03",8,669.38,5.373676862,0.314275923,144.80
1993,Sep,"3,592.29",9,627.16,5.727869246,0.354192383,145.10
1993,Oct,"3,625.81",10,641.34,5.653490385,-0.07437886,145.70
1993,Nov,"3,674.71",11,657.58,5.588231886,-0.065258499,145.80
1993,Dec,"3,744.10",12,674.42,5.551591805,-0.036640081,145.80
1994,Jan,"3,868.37",1,678.03,5.705303109,0.153711303,146.20
1994,Feb,"3,905.62",2,667.56,5.850591786,0.145288677,146.70
1994,Mar,"3,816.99",3,669.07,5.704920717,-0.145671069,147.20
1994,Apr,"3,661.49",4,656.11,5.58060306,-0.124317657,147.40
1994,May,"3,708.00",5,663.12,5.591740919,0.011137859,147.50
1994,Jun,"3,737.58",6,667.86,5.596355251,0.004614333,148.00
1994,Jul,"3,718.31",7,666.09,5.582286178,-0.014069074,148.40
1994,Aug,"3,797.48",8,654.67,5.800605815,0.218319637,149.00
1994,Sep,"3,880.60",9,672.23,5.772726597,-0.027879218,149.40
1994,Oct,"3,868.10",10,668.11,5.789615482,0.016888886,149.50
1994,Nov,"3,792.44",11,658.29,5.761051903,-0.02856358,149.70
1994,Dec,"3,770.30",12,649.67,5.803415214,0.042363311,149.70
1995,Jan,"3,872.46",1,645.62,5.998051338,0.194636124,150.30
1995,Feb,"3,953.73",2,639.89,6.178759343,0.180708005,150.90
1995,Mar,"4,062.78",3,647.54,6.274180141,0.095420799,151.40
1995,Apr,"4,230.67",4,659.82,6.411852355,0.137672214,151.90
1995,May,"4,391.58",5,648.79,6.768873245,0.35702089,152.20
1995,Jun,"4,510.77",6,651.52,6.923460104,0.154586859,152.50
1995,Jul,"4,684.78",7,649.19,7.216338822,0.292878718,152.50
1995,Aug,"4,639.27",8,643.6,7.208318696,-0.008020126,152.90
1995,Sep,"4,746.76",9,641.31,7.401654426,0.19333573,153.20
1995,Oct,"4,760.48",10,639.26,7.446856166,0.04520174,153.70
1995,Nov,"4,935.82",11,642.88,7.677675164,0.230818998,153.60
1995,Dec,"5,136.11",12,646.87,7.939933835,0.262258671,153.50
1996,Jan,"5,179.38",1,665.21,7.786078491,-0.153855345,154.40
1996,Feb,"5,518.74",2,669.5,8.243076923,0.456998432,154.90
1996,Mar,"5,612.25",3,652.46,8.60168038,0.358603457,155.70
1996,Apr,"5,579.86",4,644.18,8.661960795,0.060280414,156.30
1996,May,"5,616.71",5,641.64,8.753676658,0.091715863,156.60
1996,Jun,"5,671.52",6,629.93,9.00340514,0.249728482,156.70
1996,Jul,"5,496.27",7,626.39,8.774514571,-0.22889057,157.00
1996,Aug,"5,685.51",8,631.56,9.00232613,0.22781156,157.30
1996,Sep,"5,804.01",9,622.21,9.328056444,0.325730314,157.80
1996,Oct,"5,996.22",10,617.28,9.713934343,0.385877899,158.30
1996,Nov,"6,318.36",11,610.72,10.34574764,0.631813299,158.60
1996,Dec,"6,435.87",12,596.59,10.78776283,0.442015191,158.60
1997,Jan,"6,707.05",1,570.08,11.76509517,0.977332337,159.10
1997,Feb,"6,917.46",2,557.33,12.41178098,0.646685812,159.60
1997,Mar,"6,901.14",3,563.09,12.25582944,-0.155951541,160.00
1997,Apr,"6,657.51",4,550.77,12.08763929,-0.168190153,160.20
1997,May,"7,242.33",5,550.89,13.14659655,1.058957258,160.10
1997,Jun,"7,599.61",6,544.48,13.9575637,0.810967158,160.30
1997,Jul,"7,990.65",7,517.27,15.44774401,1.490180308,160.50
1997,Aug,"7,948.42",8,516.49,15.38930823,-0.058435779,160.80
1997,Sep,"7,866.59",9,514.07,15.30255746,-0.086750772,161.20
1997,Oct,"7,875.82",10,514.76,15.29998784,-0.002569624,161.60
1997,Nov,"7,677.35",11,485.21,15.82274197,0.522754133,161.50
1997,Dec,"7,909.82",12,458.86,17.23798703,1.415245056,161.30
1998,Jan,"7,808.36",1,458.88,17.01611532,-0.221871703,161.60
1998,Feb,"8,323.62",2,471.22,17.66396967,0.647854349,161.90
1998,Mar,"8,709.48",3,467.88,18.61476719,0.950797516,162.20
1998,Apr,"9,037.43",4,486.48,18.57719399,-0.037573198,162.50
1998,May,"9,080.09",5,471.08,19.27503821,0.697844218,162.80
1998,Jun,"8,872.96",6,459.82,19.29660223,0.021564018,163.00
1998,Jul,"9,097.15",7,460.1,19.77211476,0.47551253,163.20
1998,Aug,"8,478.54",8,445.77,19.01998361,-0.752131145,163.40
1998,Sep,"7,909.80",9,452.83,17.46748228,-1.552501335,163.60
1998,Oct,"8,164.47",10,462.54,17.6513874,0.18390512,164.00
1998,Nov,"9,005.78",11,459.79,19.5867135,1.935326101,164.00
1998,Dec,"9,018.68",12,456.19,19.76957368,0.182860183,163.90
1999,Jan,"9,345.86",1,447.83,20.86922082,1.099647133,164.30
1999,Feb,"9,322.94",2,447.95,20.81246145,-0.056759369,164.50
1999,Mar,"9,753.64",3,444.38,21.94887063,1.136409183,165.00
1999,Apr,"10,443.50",4,436.08,23.94858742,1.999716785,166.20
1999,May,"10,853.88",5,426.55,25.44572735,1.497139932,166.20
1999,Jun,"10,704.03",6,403.2,26.54768669,1.101959341,166.20
1999,Jul,"11,052.22",7,393.85,28.06200088,1.514314194,166.70
1999,Aug,"10,935.48",8,393.76,27.77194692,-0.290053965,167.10
1999,Sep,"10,714.03",9,404.26,26.50282821,-1.269118704,167.90
1999,Oct,"10,396.89",10,473.54,21.95567529,-4.547152924,168.20
1999,Nov,"10,809.79",11,446.51,24.20951485,2.253839563,168.30
1999,Dec,"11,246.37",12,431.12,26.08639864,1.876883789,168.30
2000,Jan,"11,281.27",1,431.88,26.12130684,0.034908204,168.80
2000,Feb,"10,541.92",2,452.79,23.28214183,-2.839165013,169.80
2000,Mar,"10,483.38",3,429.01,24.43620449,1.154062655,171.20
2000,Apr,"10,944.31",4,418.7,26.13877541,1.702570921,171.30
2000,May,"10,580.26",5,411.41,25.7170794,-0.421696007,171.50
2000,Jun,"10,582.98",6,424.88,24.90816658,-0.808912817,172.40
2000,Jul,"10,662.98",7,417.88,25.51684694,0.608680358,172.80
2000,Aug,"11,014.50",8,407.31,27.04204574,1.525198803,172.80
2000,Sep,"10,967.88",9,403.95,27.15156579,0.109520043,173.70
2000,Oct,"10,440.96",10,397.98,26.23488618,-0.916679613,174.00
2000,Nov,"10,666.07",11,391.83,27.22117099,0.986284814,174.10
2000,Dec,"10,652.42",12,400.12,26.62305058,-0.598120404,174.00
2001,Jan,"10,682.74",1,388.68,27.4846734,0.861622815,175.10
2001,Feb,"10,774.57",2,381.81,28.21971248,0.735039077,175.80
2001,Mar,"10,081.31",3,382.71,26.34190854,-1.877803935,176.20
2001,Apr,"10,234.50",4,377.44,27.11557466,0.773666119,176.90
2001,May,"11,004.95",5,393.02,28.00098075,0.88540609,177.70
2001,Jun,"10,767.19",6,388.54,27.71191052,-0.289070228,178.00
2001,Jul,"10,444.50",7,386.31,27.03657684,-0.67533368,177.50
2001,Aug,"10,314.68",8,393.33,26.2239949,-0.812581945,177.50
2001,Sep,"9,042.56",9,407.56,22.18707102,-4.036923873,178.30
2001,Oct,"9,220.75",10,408.46,22.57442802,0.387356997,177.70
2001,Nov,"9,721.82",11,399.05,24.36240953,1.787981511,177.40
2001,Dec,"9,979.87",12,400.26,24.93347699,0.571067458,176.70
2002,Jan,"9,923.80",1,407.63,24.34510755,-0.58836944,177.10
2002,Feb,"9,891.05",2,426.11,23.2124297,-1.132677846,177.80
2002,Mar,"10,500.95",3,421.68,24.90263944,1.690209739,178.80
2002,Apr,"10,165.18",4,431.62,23.55123088,-1.351408562,179.80
2002,May,"10,080.49",5,448.59,22.47148844,-1.079742439,179.80
2002,Jun,"9,492.44",6,457.68,20.74033386,-1.731154584,179.90
2002,Jul,"8,616.52",7,446.12,19.314361,-1.425972862,180.10
2002,Aug,"8,685.47",8,440.24,19.7289526,0.414591601,180.70
2002,Sep,"8,160.78",9,452.22,18.04603069,-1.682921903,181.00
2002,Oct,"8,048.12",10,447.62,17.97980818,-0.066222509,181.30
2002,Nov,"8,625.72",11,451.16,19.11899215,1.13918397,181.30
2002,Dec,"8,526.69",12,470.33,18.12916969,-0.989822462,180.90
2003,Jan,"8,474.59",1,503.53,16.83034916,-1.298820528,181.70
2003,Feb,"7,916.18",2,502.56,15.75171857,-1.078630594,183.10
2003,Mar,"7,977.72",3,474.05,16.8288537,1.077135128,184.20
2003,Apr,"8,332.09",4,457.81,18.19987809,1.371024397,183.80
2003,May,"8,623.41",5,496.88,17.35512551,-0.844752588,183.50
2003,Jun,"9,098.07",6,497.46,18.28905411,0.933928602,183.70
2003,Jul,"9,154.39",7,489.28,18.70992999,0.420875881,183.90
2003,Aug,"9,284.78",8,499.72,18.57996192,-0.129968068,184.60
2003,Sep,"9,492.54",9,524.47,18.0992948,-0.480667123,185.20
2003,Oct,"9,682.46",10,525.18,18.4364574,0.337162599,185.00
2003,Nov,"9,762.20",11,541.97,18.01243708,-0.424020313,184.50
2003,Dec,"10,124.67",12,564.9,17.92293568,-0.089501407,184.30
2004,Jan,"10,540.05",1,572.69,18.40445966,0.481523979,185.20
2004,Feb,"10,601.48",2,557.62,19.0120229,0.607563247,186.20
2004,Mar,"10,323.73",3,556.32,18.5571801,-0.454842799,187.40
2004,Apr,"10,418.41",4,550.05,18.94084953,0.38366943,188.00
2004,May,"10,083.81",5,520.41,19.37667032,0.435820784,189.10
2004,Jun,"10,364.90",6,530.63,19.53319639,0.156526072,189.70
2004,Jul,"10,152.09",7,539.01,18.83469253,-0.698503862,189.40
2004,Aug,"10,032.79",8,541.89,18.51444439,-0.320248133,189.50
2004,Sep,"10,204.68",9,547.13,18.65129468,0.136850284,189.90
2004,Oct,"10,001.60",10,564.68,17.71198184,-0.939312839,190.90
2004,Nov,"10,411.75",11,589.65,17.65750465,-0.054477185,191.00
2004,Dec,"10,673.38",12,595.48,17.92398951,0.266484855,190.30
2005,Jan,"10,539.52",1,569.9,18.49362169,0.569632179,190.70
2005,Feb,"10,723.81",2,566.02,18.94599224,0.45237055,191.80
2005,Mar,"10,682.10",3,575.91,18.54820277,-0.397789472,193.30
2005,Apr,"10,283.19",4,565.73,18.17684357,-0.371359193,194.60
2005,May,"10,377.18",5,556.45,18.64890098,0.472057411,194.40
2005,Jun,"10,486.69",6,567.61,18.47516941,-0.173731573,194.50
2005,Jul,"10,545.38",7,556.92,18.9351792,0.460009789,195.40
2005,Aug,"10,554.27",8,571.5,18.46766328,-0.467515919,196.40
2005,Sep,"10,532.53",9,588.3,17.9033373,-0.564325982,198.80
2005,Oct,"10,324.32",10,604.76,17.0717703,-0.831566995,199.20
2005,Nov,"10,695.25",11,618.72,17.28608679,0.214316486,197.60
2005,Dec,"10,827.79",12,664.66,16.29072078,-0.995366007,196.80
2006,Jan,"10,872.49",1,710.97,15.29247366,-0.998247121,198.30
2006,Feb,"10,971.18",2,715.95,15.32394573,0.03147207,198.70
2006,Mar,"11,144.44",3,714.75,15.59208601,0.268140281,199.80
2006,Apr,"11,234.67",4,776.75,14.46368641,-1.128399601,201.50
2006,May,"11,333.87",5,855.04,13.25537136,-1.208315053,202.50
2006,Jun,"10,997.95",6,753.53,14.59524444,1.339873084,202.90
2006,Jul,"11,032.52",7,798.47,13.81707516,-0.778169287,203.50
2006,Aug,"11,257.35",8,794.84,14.16303637,0.345961211,203.90
2006,Sep,"11,533.60",9,755.95,15.25709372,1.094057356,202.90
2006,Oct,"11,963.11",10,744.53,16.06800141,0.810907688,201.80
2006,Nov,"12,185.14",11,798.6,15.2581303,-0.809871112,201.50
2006,Dec,"12,377.62",12,799.99,15.47221215,0.214081853,201.80
2007,Jan,"12,512.90",1,799.69,15.64718203,0.17496988,202.40
2007,Feb,"12,631.46",2,837.59,15.08072345,-0.566458579,203.50
2007,Mar,"12,268.54",3,817.97,14.99876079,-0.081962664,205.40
2007,Apr,"12,754.79",4,842.42,15.14065431,0.141893515,206.70
2007,May,"13,407.75",5,822.31,16.30498783,1.164333528,207.90
2007,Jun,"13,480.20",6,806.91,16.70595824,0.400970404,208.40
2007,Jul,"13,677.90",7,818.98,16.70113463,-0.00482361,208.30
2007,Aug,"13,239.71",8,820.45,16.13713047,-0.564004157,207.90
2007,Sep,"13,557.68",9,876.56,15.46692093,-0.670209542,208.50
2007,Oct,"13,901.27",10,925.89,15.01394898,-0.452971954,208.90
2007,Nov,"13,200.56",11,983.63,13.42025142,-1.593697555,210.20
2007,Dec,"13,407.00",12,980.71,13.67070286,0.250451438,210.00
2008,Jan,"12,538.13",1,1080.86,11.60014556,-2.070557295,211.10
2008,Feb,"12,419.56",2,1116.91,11.11957096,-0.480574604,211.70
2008,Mar,"12,193.88",3,1163.08,10.48412835,-0.63544261,213.50
2008,Apr,"12,656.63",4,1085.27,11.66219215,1.178063799,214.80
2008,May,"12,812.48",5,1054.36,12.15189896,0.489706815,216.60
2008,Jun,"12,056.66",6,1089.96,11.06156364,-1.090335323,218.80
2008,Jul,"11,322.37",7,1072.72,10.55482156,-0.506742082,219.96
2008,Aug,"11,530.74",8,976.95,11.80279246,1.247970903,219.09
2008,Sep,"11,114.09",9,1041.32,10.67307428,-1.129718177,218.78
2008,Oct,"9,176.71",10,865.21,10.60634337,-0.066730914,216.57
2008,Nov,"8,614.55",11,983.1,8.762642875,-1.843700496,212.43
2008,Dec,"8,595.56",12,1061.1,8.100610002,-0.662032873,210.23
2009,Jan,"8,396.20",1,1116.27,7.521658291,-0.578951711,211.14
2009,Feb,"7,690.49",2,1150.02,6.687268139,-0.834390152,212.19
2009,Mar,"7,235.48",3,1081.79,6.688430539,0.0011624,212.71
2009,Apr,"7,992.12",4,1061.67,7.527877239,0.8394467,213.24
2009,May,"8,398.37",5,1169.62,7.180424839,-0.3474524,213.86
2009,Jun,"8,593.00",6,1111.12,7.733635267,0.553210428,215.69
2009,Jul,"8,679.75",7,1118.35,7.761207054,0.027571787,215.35
2009,Aug,"9,375.06",8,1135.13,8.259020469,0.497813415,215.83
2009,Sep,"9,634.97",9,1205.7,7.991184335,-0.267836134,215.97
2009,Oct,"9,857.34",10,1233.44,7.991750345,0.00056601,216.18
2009,Nov,"10,227.56",11,1393.26,7.340740063,-0.651010282,216.33
2009,Dec,"10,433.44",12,1290.86,8.082546801,0.741806738,215.95
2010,Jan,"10,471.25",1,1275.87,8.207146991,0.12460019,216.69
2010,Feb,"10,214.49",2,1311.06,7.791019641,-0.41612735,216.74
2010,Mar,"10,677.53",3,1314.06,8.125600115,0.334580474,217.63
2010,Apr,"11,052.15",4,1386.8,7.969532463,-0.156067652,218.01
2010,May,"10,500.20",5,1418.81,7.400707283,-0.56882518,218.18
2010,Jun,"10,159.26",6,1451.77,6.997846829,-0.402860454,217.97
2010,Jul,"10,222.24",7,1374.74,7.435762052,0.437915223,218.01
2010,Aug,"10,350.40",8,1449.89,7.138747203,-0.29701485,218.31
2010,Sep,"10,598.07",9,1519.16,6.976267273,-0.16247993,218.44
2010,Oct,"11,044.49",10,1578.39,6.997310701,0.021043428,218.71
2010,Nov,"11,198.31",11,1621.46,6.906314591,-0.09099611,218.80
2010,Dec,"11,465.26",12,1644.44,6.972134753,0.065820161,219.18
2011,Jan,"11,802.37",1,1544.63,7.640904618,0.668769865,220.22
2011,Feb,"12,190.00",2,1635.35,7.454062143,-0.186842474,221.31
2011,Mar,"12,081.48",3,1650.53,7.319755789,-0.134306355,223.47
2011,Apr,"12,434.88",4,1750.47,7.103735854,-0.216019935,224.91
2011,May,"12,579.99",5,1739.96,7.23004716,0.126311307,225.96
2011,Jun,"12,097.31",6,1708.83,7.079293754,-0.150753406,225.72
2011,Jul,"12,512.33",7,1831.32,6.832408044,-0.246885709,225.92
2011,Aug,"11,326.62",8,2065.9,5.482655417,-1.349752627,226.55
2011,Sep,"11,175.45",9,1830.6,6.104803785,0.622148368,226.89
2011,Oct,"11,515.93",10,1949.3,5.907726339,-0.197077447,226.42
2011,Nov,"11,804.33",11,1978.22,5.967148678,0.059422339,226.23
2011,Dec,"12,075.68",12,1739.22,6.94316007,0.976011392,225.67
2012,Jan,"12,550.89",1,1972.46,6.363065411,-0.580094659,226.66
2012,Feb,"12,889.05",2,1993.02,6.467094911,0.104029501,227.66
2012,Mar,"13,079.47",3,1858.68,7.036964405,0.569869494,229.39
2012,Apr,"13,030.75",4,1839.49,7.083894993,0.046930588,230.09
2012,May,"12,721.08",5,1738.73,7.316308194,0.232413201,229.82
2012,Jun,"12,544.90",6,1785.52,7.025911086,-0.290397108,229.48
2012,Jul,"12,814.10",7,1815.02,7.060033446,0.03412236,229.10
2012,Aug,"13,134.90",8,1834.78,7.158843354,0.098809908,230.38
2012,Sep,"13,418.50",9,1967.81,6.819001032,-0.339842322,231.41
2012,Oct,"13,380.65",10,1904.65,7.025251484,0.206250451,231.32
2012,Nov,"12,896.44",11,1922.76,6.707255394,-0.31799609,230.22
2012,Dec,"13,144.18",12,1851.43,7.099475811,0.392220417,229.60
2013,Jan,"13,615.32",1,1852.87,7.348234284,0.248758473,230.28
2013,Feb,"13,967.33",2,1753.7,7.964492216,0.616257933,232.17
2013,Mar,"14,418.26",3,1759.67,8.19372837,0.229236153,232.77
2013,Apr,"14,675.91",4,1620.31,9.057469923,0.863741553,232.53
2013,May,"15,172.18",5,1535.34,9.881967808,0.824497885,232.95
2013,Jun,"15,035.75",6,1308.82,11.48802318,1.606055373,233.50
2013,Jul,"15,390.21",7,1443.32,10.6630625,-0.824960684,233.60
2013,Aug,"15,195.35",8,1528.65,9.940370737,-0.72269176,233.88
2013,Sep,"15,269.84",9,1452.52,10.51265456,0.572283822,234.15
2013,Oct,"15,289.29",10,1453.75,10.51713933,0.004484773,233.55
2013,Nov,"15,870.83",11,1378.3,11.51478488,0.997645548,233.07
2013,Dec,"16,095.77",12,1324.95,12.14821296,0.63342808,233.05
2014,Jan,"16,243.72",1,1371.1,11.8472193,-0.300993661,233.92
2014,Feb,"15,958.44",2,1448.54,11.01691576,-0.830303537,234.78
2014,Mar,"16,308.63",3,1401.55,11.63613686,0.6192211,236.29
2014,Apr,"16,401.59",4,1392.87,11.77539421,0.139257348,237.07
2014,May,"16,566.30",5,1348.04,12.28917504,0.513780832,237.90
2014,Jun,"16,840.81",6,1414.94,11.90213854,-0.387036503,238.34
2014,Jul,"16,987.14",7,1382.93,12.28344036,0.381301824,238.25
2014,Aug,"16,776.02",8,1386.04,12.10356226,-0.179878108,237.85
2014,Sep,"17,097.52",9,1310.17,13.04985176,0.946289509,238.03
2014,Oct,"16,701.87",10,1257.39,13.28296744,0.23311568,237.43
2014,Nov,"17,648.98",11,1284.47,13.74027994,0.457312491,236.15
2014,Dec,"17,754.24",12,1316.95,13.48133221,-0.258947725,234.81
2015,Jan,"17,542.26",1,1382.49,12.68888383,-0.792448385,233.71
2015,Feb,"17,945.41",2,1325.69,13.53665797,0.847774145,234.72
2015,Mar,"17,931.75",3,1289.08,13.91049818,0.373840214,236.12
2015,Apr,"17,970.51",4,1279.39,14.04615741,0.135659229,236.60
2015,May,"18,124.71",5,1284.33,14.11219313,0.066035714,237.81
2015,Jun,"17,927.22",6,1257.65,14.2545375,0.142344375,238.64
2015,Jul,"17,795.02",7,1179.68,15.08461347,0.830075967,238.65
2015,Aug,"17,061.59",8,1221.26,13.97048404,-1.114129434,238.32
2015,Sep,"16,339.95",9,1200.89,13.60653349,-0.363950548,237.95
2015,Oct,"17,182.28",10,1231.45,13.95288666,0.346353168,237.84
2015,Nov,"17,723.77",11,1146.85,15.45430396,1.501417307,237.34
