year,month,dow_average,month_int,gold_price,DOW_div_gold,dow_div_gold_monthly_change
2018,Nov,"25,258.68",11,1220.45,20.69619832,-0.33
2018,Dec,"23,805.55",12,1281.65,18.57413901,-2.12
2019,Jan,"24,157.80",1,1322.5,18.26676389,-0.31
2019,Feb,"25,605.53",2,1325.45,19.31836496,1.05
2019,Mar,"25,722.62",3,1291.15,19.92225609,0.60
2019,Apr,"26,401.58",4,1285.15,20.54357635,0.62
2019,May,"25,744.79",5,1296,19.86480605,-0.68
2019,Jun,"26,160.10",6,1413.2,18.51125177,-1.35
2019,Jul,"27,089.19",7,1430.55,18.93620413,0.42
2019,Aug,"26,058.23",8,1526.55,17.07001081,-1.87
2019,Sep,"26,900.21",9,1487.6,18.08296182,1.01
2019,Oct,"26,736.80",10,1506.4,17.7488025,-0.33
2019,Nov,"27,797.05",11,1456.35,19.08678958,1.34
2019,Dec,"28,167.01",12,1523,18.49442266,-0.59
2020,Jan,"28,879.99",1,1580.85,18.26864933,-0.23
2020,Feb,"28,519.73",2,1626.35,17.53603565,-0.73
2020,Mar,"22,637.42",3,1604.65,14.10738847,-3.43
2020,Apr,"23,293.90",4,1716.75,13.56860347,-0.54
2020,May,"24,146.48",5,1732.45,13.93776572,0.37
