Date,closing value of DOW
7/23/1929  ,    345.48
7/24/1929  ,    343.04
7/25/1929  ,    344.67
7/26/1929  ,    345.47
7/27/1929  ,    343.73
7/29/1929  ,    339.21
7/30/1929  ,    343.12
7/31/1929  ,    347.7
8/1/1929  ,    350.56
8/2/1929  ,    353.08
8/3/1929  ,    355.62
8/5/1929  ,    352.5
8/6/1929  ,    351.39
8/7/1929  ,    348.44
8/8/1929  ,    352.1
8/9/1929  ,    337.99
8/10/1929  ,    344.84
8/12/1929  ,    351.13
8/13/1929  ,    354.03
8/14/1929  ,    354.86
8/15/1929  ,    354.42
8/16/1929  ,    361.49
8/17/1929  ,    360.7
8/19/1929  ,    365.2
8/20/1929  ,    367.67
8/21/1929  ,    365.55
8/22/1929  ,    369.95
8/23/1929  ,    374.61
8/24/1929  ,    375.44
8/26/1929  ,    374.46
8/27/1929  ,    373.79
8/28/1929  ,    372.06
8/29/1929  ,    376.18
8/30/1929  ,    380.33
9/3/1929  ,    381.17
9/4/1929  ,    379.61
9/5/1929  ,    369.77
9/6/1929  ,    376.29
9/7/1929  ,    377.56
9/9/1929  ,    374.93
9/10/1929  ,    367.29
9/11/1929  ,    370.91
9/12/1929  ,    366.35
9/13/1929  ,    366.85
9/14/1929  ,    367.01
9/16/1929  ,    372.39
9/17/1929  ,    368.52
9/18/1929  ,    370.9
9/19/1929  ,    369.97
9/20/1929  ,    362.05
9/21/1929  ,    361.16
9/23/1929  ,    359
9/24/1929  ,    352.61
9/25/1929  ,    352.57
9/26/1929  ,    355.95
9/27/1929  ,    344.87
9/28/1929  ,    347.17
9/30/1929  ,    343.45
10/1/1929  ,    342.57
10/2/1929  ,    344.5
10/3/1929  ,    329.95
10/4/1929  ,    325.17
10/5/1929  ,    341.36
10/7/1929  ,    345.72
10/8/1929  ,    345
10/9/1929  ,    346.66
10/10/1929  ,    352.86
10/11/1929  ,    352.69
10/14/1929  ,    350.97
10/15/1929  ,    347.24
10/16/1929  ,    336.13
10/17/1929  ,    341.86
10/18/1929  ,    333.29
10/19/1929  ,    323.87
10/21/1929  ,    320.91
10/22/1929  ,    326.51
10/23/1929  ,    305.85
10/24/1929  ,    299.47
10/25/1929  ,    301.22
10/26/1929  ,    298.97
10/28/1929  ,    260.64
10/29/1929  ,    230.07
10/30/1929  ,    258.47
10/31/1929  ,    273.51
11/4/1929  ,    257.68
11/6/1929  ,    232.13
11/7/1929  ,    238.19
11/8/1929  ,    236.53
11/11/1929  ,    220.39
11/12/1929  ,    209.74
11/13/1929  ,    198.69
11/14/1929  ,    217.28
11/15/1929  ,    228.73
11/18/1929  ,    227.56
11/19/1929  ,    234.02
11/20/1929  ,    241.23
11/21/1929  ,    248.49
11/22/1929  ,    245.74
11/25/1929  ,    243.44
11/26/1929  ,    235.35
11/27/1929  ,    238.95
12/2/1929  ,    241.7
12/3/1929  ,    249.61
12/4/1929  ,    254.64
12/5/1929  ,    251.51
12/6/1929  ,    260.12
12/7/1929  ,    263.46
12/9/1929  ,    259.18
12/10/1929  ,    262.2
12/11/1929  ,    258.44
12/12/1929  ,    243.14
12/13/1929  ,    249.6
12/14/1929  ,    253.02
12/16/1929  ,    245.88
12/17/1929  ,    249.58
12/18/1929  ,    246.84
12/19/1929  ,    240.42
12/20/1929  ,    230.89
12/21/1929  ,    235.42
12/23/1929  ,    232.65
12/24/1929  ,    234.07
12/26/1929  ,    240.96
12/27/1929  ,    240.66
12/28/1929  ,    238.43
12/30/1929  ,    241.06
12/31/1929  ,    248.48
1/2/1930  ,    244.2
1/3/1930  ,    247.19
1/4/1930  ,    248.85
1/6/1930  ,    248.1
1/7/1930  ,    246.5
1/8/1930  ,    245.7
1/9/1930  ,    249.68
1/10/1930  ,    250.03
1/11/1930  ,    248.71
1/13/1930  ,    249.62
1/14/1930  ,    250.44
1/15/1930  ,    251.54
1/16/1930  ,    248.99
1/17/1930  ,    246.33
1/18/1930  ,    246.84
1/20/1930  ,    247.31
1/21/1930  ,    249.58
1/22/1930  ,    250.19
1/23/1930  ,    253.52
1/24/1930  ,    256.31
1/25/1930  ,    259.06
1/27/1930  ,    260.93
1/28/1930  ,    257.9
1/29/1930  ,    262.18
1/30/1930  ,    263.28
1/31/1930  ,    267.14
2/1/1930  ,    268.41
2/3/1930  ,    266.54
2/4/1930  ,    268.48
2/5/1930  ,    272.06
2/6/1930  ,    268.56
2/7/1930  ,    267.82
2/8/1930  ,    269.78
2/10/1930  ,    268.56
2/11/1930  ,    271.05
2/13/1930  ,    272.27
2/14/1930  ,    271.52
2/15/1930  ,    269.25
2/17/1930  ,    270.54
2/18/1930  ,    270.73
2/19/1930  ,    268.46
2/20/1930  ,    263.41
2/21/1930  ,    265.81
2/24/1930  ,    262.47
2/25/1930  ,    262.8
2/26/1930  ,    269.06
2/27/1930  ,    269.39
2/28/1930  ,    271.11
3/1/1930  ,    273.24
3/3/1930  ,    271.11
3/4/1930  ,    273.51
3/5/1930  ,    270.59
3/6/1930  ,    274.51
3/7/1930  ,    275.57
3/8/1930  ,    275.46
3/10/1930  ,    276.85
3/11/1930  ,    276.25
3/12/1930  ,    272.13
3/13/1930  ,    273.47
3/14/1930  ,    271.34
3/15/1930  ,    270.25
3/17/1930  ,    274.26
3/18/1930  ,    277.27
3/19/1930  ,    277.88
3/20/1930  ,    279.41
3/21/1930  ,    280.55
3/22/1930  ,    276.43
3/24/1930  ,    279.11
3/25/1930  ,    280.5
3/26/1930  ,    283.22
3/27/1930  ,    281.63
3/28/1930  ,    283.85
3/29/1930  ,    286.19
3/31/1930  ,    286.1
4/1/1930  ,    287.11
4/2/1930  ,    285.27
4/3/1930  ,    285.77
4/4/1930  ,    288.35
4/5/1930  ,    289.96
4/7/1930  ,    290.19
4/8/1930  ,    288.36
4/9/1930  ,    291.15
4/10/1930  ,    292.19
4/11/1930  ,    292.65
4/12/1930  ,    293.43
4/14/1930  ,    293.18
4/15/1930  ,    293.26
4/16/1930  ,    292.2
4/17/1930  ,    294.07
4/21/1930  ,    288.23
4/22/1930  ,    290.01
4/23/1930  ,    288.78
4/24/1930  ,    286.18
4/25/1930  ,    285.76
4/26/1930  ,    285.46
4/28/1930  ,    276.94
4/29/1930  ,    278.43
4/30/1930  ,    279.23
5/1/1930  ,    274.59
5/2/1930  ,    266.56
5/3/1930  ,    258.31
5/5/1930  ,    259.68
5/6/1930  ,    268.81
5/7/1930  ,    263.69
5/8/1930  ,    263.93
5/9/1930  ,    267.29
5/10/1930  ,    272.01
5/12/1930  ,    270.16
5/13/1930  ,    274.17
5/14/1930  ,    274.4
5/15/1930  ,    269.91
5/16/1930  ,    271.52
5/17/1930  ,    272.41
5/19/1930  ,    265.87
5/20/1930  ,    267.1
5/21/1930  ,    265.52
5/22/1930  ,    266.89
5/23/1930  ,    270.01
5/24/1930  ,    271.33
5/26/1930  ,    272.14
5/27/1930  ,    272.43
5/28/1930  ,    273.84
5/29/1930  ,    275.07
6/2/1930  ,    274.45
6/3/1930  ,    271.18
6/4/1930  ,    272.44
6/5/1930  ,    268.59
6/6/1930  ,    263.93
6/7/1930  ,    257.82
6/9/1930  ,    250.78
6/10/1930  ,    257.29
6/11/1930  ,    249.08
6/12/1930  ,    247.18
6/13/1930  ,    249.69
6/14/1930  ,    244.25
6/16/1930  ,    230.05
6/17/1930  ,    228.57
6/18/1930  ,    218.84
6/19/1930  ,    228.97
6/20/1930  ,    221.92
6/21/1930  ,    215.3
6/23/1930  ,    219.58
6/24/1930  ,    211.84
6/25/1930  ,    215.58
6/26/1930  ,    220.58
6/27/1930  ,    218.78
6/28/1930  ,    219.12
6/30/1930  ,    226.34
7/1/1930  ,    223.03
7/2/1930  ,    225.25
7/3/1930  ,    222.46
7/7/1930  ,    218.33
7/8/1930  ,    219.08
7/9/1930  ,    222.04
7/10/1930  ,    227.39
7/11/1930  ,    224.86
7/12/1930  ,    229.23
7/14/1930  ,    234.21
7/15/1930  ,    233.79
7/16/1930  ,    235.63
7/17/1930  ,    239.07
7/18/1930  ,    240.57
7/19/1930  ,    236.65
7/21/1930  ,    229.29
7/22/1930  ,    234.3
7/23/1930  ,    239.33
7/24/1930  ,    235.51
7/25/1930  ,    237.48
7/26/1930  ,    240.31
7/28/1930  ,    240.81
7/29/1930  ,    238.4
7/30/1930  ,    231.08
7/31/1930  ,    233.99
8/1/1930  ,    233.57
8/2/1930  ,    234.5
8/4/1930  ,    238.16
8/5/1930  ,    238.47
8/6/1930  ,    234.38
8/7/1930  ,    232.69
8/8/1930  ,    222.82
8/9/1930  ,    222.59
8/11/1930  ,    224.13
8/12/1930  ,    217.24
8/13/1930  ,    220.35
8/14/1930  ,    221.08
8/15/1930  ,    228.55
8/16/1930  ,    228.02
8/18/1930  ,    227.79
8/19/1930  ,    230.68
8/20/1930  ,    232.98
8/21/1930  ,    231.27
8/22/1930  ,    232.63
8/23/1930  ,    234.42
8/25/1930  ,    231.52
8/26/1930  ,    235.47
8/27/1930  ,    237.93
8/28/1930  ,    237.79
8/29/1930  ,    240.42
9/2/1930  ,    240.42
9/3/1930  ,    237.54
9/4/1930  ,    236.04
9/5/1930  ,    240.37
9/6/1930  ,    243.64
9/8/1930  ,    242.84
9/9/1930  ,    244.29
9/10/1930  ,    245.09
9/11/1930  ,    242.88
9/12/1930  ,    241.17
9/13/1930  ,    240.34
9/15/1930  ,    236.62
9/16/1930  ,    237.22
9/17/1930  ,    237.74
9/18/1930  ,    234.18
9/19/1930  ,    229.02
9/20/1930  ,    229.85
9/22/1930  ,    222.78
9/23/1930  ,    226.75
9/24/1930  ,    222.1
9/25/1930  ,    217.75
9/26/1930  ,    213.27
9/27/1930  ,    212.52
9/29/1930  ,    208.14
9/30/1930  ,    204.9
10/1/1930  ,    214.14
10/2/1930  ,    211.04
10/3/1930  ,    214.18
10/4/1930  ,    211.1
10/6/1930  ,    202.76
10/7/1930  ,    203.62
10/8/1930  ,    200.56
10/9/1930  ,    192
10/10/1930  ,    198.5
10/11/1930  ,    193.05
10/14/1930  ,    196.7
10/15/1930  ,    200.26
10/16/1930  ,    196.62
10/17/1930  ,    187.37
10/18/1930  ,    185.29
10/20/1930  ,    193.32
10/21/1930  ,    186.4
10/22/1930  ,    184.98
10/23/1930  ,    188.1
10/24/1930  ,    195.09
10/25/1930  ,    193.34
10/27/1930  ,    195.09
10/28/1930  ,    194.95
10/29/1930  ,    190.73
10/30/1930  ,    188.07
10/31/1930  ,    183.35
11/1/1930  ,    184.89
11/3/1930  ,    185.39
11/5/1930  ,    179.81
11/6/1930  ,    180.72
11/7/1930  ,    174.38
11/8/1930  ,    173.14
11/10/1930  ,    171.6
11/11/1930  ,    173.3
11/12/1930  ,    177.33
11/13/1930  ,    180.38
11/14/1930  ,    184.03
11/15/1930  ,    186.68
11/17/1930  ,    180.5
11/18/1930  ,    183.42
11/19/1930  ,    187.57
11/20/1930  ,    187.09
11/21/1930  ,    190.3
11/22/1930  ,    188.04
11/24/1930  ,    188.27
11/25/1930  ,    185.47
11/26/1930  ,    183.11
11/28/1930  ,    180.91
11/29/1930  ,    183.39
12/1/1930  ,    185.48
12/2/1930  ,    186.82
12/3/1930  ,    184.11
12/4/1930  ,    180.99
12/5/1930  ,    181.11
12/6/1930  ,    178.37
12/8/1930  ,    176.09
12/9/1930  ,    176.5
12/10/1930  ,    173.98
12/11/1930  ,    170.31
12/12/1930  ,    168.68
12/13/1930  ,    163.34
12/15/1930  ,    163.34
12/16/1930  ,    157.51
12/17/1930  ,    165.6
12/18/1930  ,    166.71
12/19/1930  ,    168.99
12/20/1930  ,    169.42
12/22/1930  ,    162.42
12/23/1930  ,    162.93
12/24/1930  ,    165.2
12/26/1930  ,    161.18
12/27/1930  ,    160.3
12/29/1930  ,    160.16
12/30/1930  ,    163.09
12/31/1930  ,    164.58
1/2/1931  ,    169.84
1/3/1931  ,    172.12
1/5/1931  ,    170.71
1/6/1931  ,    172.66
1/7/1931  ,    171.86
1/8/1931  ,    173.04
1/9/1931  ,    170.18
1/10/1931  ,    171.71
1/12/1931  ,    167.99
1/13/1931  ,    165.95
1/14/1931  ,    167.46
1/15/1931  ,    162.82
1/16/1931  ,    164.94
1/17/1931  ,    162.89
1/19/1931  ,    161.45
1/20/1931  ,    165.82
1/21/1931  ,    164.76
1/22/1931  ,    168.46
1/23/1931  ,    171.84
1/24/1931  ,    169.8
1/26/1931  ,    171.19
1/27/1931  ,    170.82
1/28/1931  ,    166.84
1/29/1931  ,    168.87
1/30/1931  ,    169.34
1/31/1931  ,    167.55
2/2/1931  ,    168.71
2/3/1931  ,    169.71
2/4/1931  ,    171.13
2/5/1931  ,    169.38
2/6/1931  ,    169.88
2/7/1931  ,    172.9
2/9/1931  ,    177.72
2/10/1931  ,    181.2
2/11/1931  ,    181.88
2/13/1931  ,    180.99
2/14/1931  ,    180.41
2/16/1931  ,    182.88
2/17/1931  ,    179.55
2/18/1931  ,    181.1
2/19/1931  ,    184.46
2/20/1931  ,    188.22
2/21/1931  ,    191.32
2/24/1931  ,    194.36
2/25/1931  ,    190.72
2/26/1931  ,    192.23
2/27/1931  ,    190.34
2/28/1931  ,    189.66
3/2/1931  ,    184.38
3/3/1931  ,    183.76
3/4/1931  ,    180.96
3/5/1931  ,    184.69
3/6/1931  ,    179.73
3/7/1931  ,    183.85
3/9/1931  ,    185.38
3/10/1931  ,    183.63
3/11/1931  ,    181.91
3/12/1931  ,    180.14
3/13/1931  ,    178.91
3/14/1931  ,    180.76
3/16/1931  ,    183.61
3/17/1931  ,    180.61
3/18/1931  ,    183.95
3/19/1931  ,    186.56
3/20/1931  ,    187.72
3/21/1931  ,    185.24
3/23/1931  ,    184.32
3/24/1931  ,    186
3/25/1931  ,    184.2
3/26/1931  ,    181.7
3/27/1931  ,    177.3
3/28/1931  ,    174.06
3/30/1931  ,    172.56
3/31/1931  ,    172.36
4/1/1931  ,    170.82
4/2/1931  ,    169.89
4/4/1931  ,    172.43
4/6/1931  ,    169.72
4/7/1931  ,    167.03
4/8/1931  ,    169.54
4/9/1931  ,    168.77
4/10/1931  ,    168.72
4/11/1931  ,    168.03
4/13/1931  ,    171.07
4/14/1931  ,    168.43
4/15/1931  ,    164.66
4/16/1931  ,    162.59
4/17/1931  ,    160.23
4/18/1931  ,    162.37
4/20/1931  ,    163.41
4/21/1931  ,    158.83
4/22/1931  ,    156.37
4/23/1931  ,    157.43
4/24/1931  ,    155.76
4/25/1931  ,    151.98
4/27/1931  ,    149.78
4/28/1931  ,    147.95
4/29/1931  ,    143.61
4/30/1931  ,    151.19
5/1/1931  ,    145.58
5/2/1931  ,    147.49
5/4/1931  ,    150.5
5/5/1931  ,    148.99
5/6/1931  ,    149.73
5/7/1931  ,    148.88
5/8/1931  ,    154.41
5/9/1931  ,    151.31
5/11/1931  ,    151.56
5/12/1931  ,    150.24
5/13/1931  ,    149.63
5/14/1931  ,    146.64
5/15/1931  ,    144.49
5/16/1931  ,    142.95
5/18/1931  ,    139.52
5/19/1931  ,    138.86
5/20/1931  ,    137.74
5/21/1931  ,    139.54
5/22/1931  ,    139.49
5/23/1931  ,    137.9
5/25/1931  ,    132.87
5/26/1931  ,    133.11
5/27/1931  ,    130.76
5/28/1931  ,    131.81
5/29/1931  ,    128.46
6/1/1931  ,    122.77
6/2/1931  ,    121.7
6/3/1931  ,    130.37
6/4/1931  ,    134.73
6/5/1931  ,    133.33
6/6/1931  ,    129.91
6/8/1931  ,    135.91
6/9/1931  ,    132.97
6/10/1931  ,    136.82
6/11/1931  ,    136.57
6/12/1931  ,    136.98
6/13/1931  ,    137.03
6/15/1931  ,    135.26
6/16/1931  ,    135.47
6/17/1931  ,    133.68
6/18/1931  ,    130.56
6/19/1931  ,    130.31
6/20/1931  ,    138.96
6/22/1931  ,    145.82
6/23/1931  ,    143.89
6/24/1931  ,    151.6
6/25/1931  ,    150.36
6/26/1931  ,    154.04
6/27/1931  ,    156.93
6/29/1931  ,    152.67
6/30/1931  ,    150.18
7/1/1931  ,    152.66
7/2/1931  ,    151.48
7/3/1931  ,    155.26
7/6/1931  ,    152.8
7/7/1931  ,    145.92
7/8/1931  ,    143.83
7/9/1931  ,    144.91
7/10/1931  ,    146.97
7/11/1931  ,    143.88
7/13/1931  ,    142.43
7/14/1931  ,    140.85
7/15/1931  ,    137.86
7/16/1931  ,    141.99
7/17/1931  ,    142.61
7/18/1931  ,    142.42
7/20/1931  ,    144.48
7/21/1931  ,    146.7
7/22/1931  ,    142.52
7/23/1931  ,    142.63
7/24/1931  ,    139.01
7/25/1931  ,    138.24
7/27/1931  ,    139.64
7/28/1931  ,    141.53
7/29/1931  ,    136.19
7/30/1931  ,    136.93
7/31/1931  ,    135.39
8/1/1931  ,    136.65
8/3/1931  ,    137.5
8/4/1931  ,    136.5
8/5/1931  ,    134.1
8/6/1931  ,    133.77
8/7/1931  ,    135.13
8/8/1931  ,    134.94
8/10/1931  ,    134.26
8/11/1931  ,    140.16
8/12/1931  ,    137.63
8/13/1931  ,    140.22
8/14/1931  ,    144.15
8/15/1931  ,    145.8
8/17/1931  ,    140.98
8/18/1931  ,    141.26
8/19/1931  ,    141.72
8/20/1931  ,    141.93
8/21/1931  ,    138.6
8/22/1931  ,    137.76
8/24/1931  ,    137.62
8/25/1931  ,    136.65
8/26/1931  ,    139.93
8/27/1931  ,    138.66
8/28/1931  ,    140.78
8/29/1931  ,    142.08
8/31/1931  ,    139.41
9/1/1931  ,    140.13
9/2/1931  ,    137.31
9/3/1931  ,    133.14
9/4/1931  ,    132.62
9/8/1931  ,    129.19
9/9/1931  ,    128.43
9/10/1931  ,    127.3
9/11/1931  ,    128.23
9/12/1931  ,    123.85
9/14/1931  ,    121.3
9/15/1931  ,    120.59
9/16/1931  ,    119.26
9/17/1931  ,    121.76
9/18/1931  ,    115.08
9/19/1931  ,    111.74
9/21/1931  ,    110.83
9/22/1931  ,    109.4
9/23/1931  ,    115.99
9/24/1931  ,    107.79
9/25/1931  ,    109.86
9/26/1931  ,    107.36
9/28/1931  ,    104.39
9/29/1931  ,    99.8
9/30/1931  ,    96.61
10/1/1931  ,    95.66
10/2/1931  ,    96.88
10/3/1931  ,    92.77
10/5/1931  ,    86.48
10/6/1931  ,    99.34
10/7/1931  ,    97.32
10/8/1931  ,    105.79
10/9/1931  ,    104.46
10/10/1931  ,    105.61
10/13/1931  ,    100.24
10/14/1931  ,    97.27
10/15/1931  ,    98.71
10/16/1931  ,    102.49
10/17/1931  ,    102.28
10/19/1931  ,    103.45
10/20/1931  ,    108.65
10/21/1931  ,    108.39
10/22/1931  ,    105.02
10/23/1931  ,    108.88
10/24/1931  ,    109.7
10/26/1931  ,    106.37
10/27/1931  ,    104.25
10/28/1931  ,    100.52
10/29/1931  ,    100.66
10/30/1931  ,    103.97
10/31/1931  ,    105.43
11/2/1931  ,    104.5
11/4/1931  ,    108.33
11/5/1931  ,    108.58
11/6/1931  ,    112.72
11/7/1931  ,    115.6
11/9/1931  ,    116.79
11/10/1931  ,    113.98
11/11/1931  ,    112.01
11/12/1931  ,    111.95
11/13/1931  ,    107.33
11/14/1931  ,    106.35
11/16/1931  ,    104.76
11/17/1931  ,    106.16
11/18/1931  ,    101.69
11/19/1931  ,    101.25
11/20/1931  ,    97.96
11/21/1931  ,    97.42
11/23/1931  ,    96.6
11/24/1931  ,    98.61
11/25/1931  ,    94.15
11/27/1931  ,    91.55
11/28/1931  ,    90.02
11/30/1931  ,    93.87
12/1/1931  ,    91.17
12/2/1931  ,    87.9
12/3/1931  ,    89.7
12/4/1931  ,    86.76
12/5/1931  ,    90.14
12/7/1931  ,    90.11
12/8/1931  ,    86.5
12/9/1931  ,    84.14
12/10/1931  ,    82.46
12/11/1931  ,    79.63
12/12/1931  ,    78.93
12/14/1931  ,    77.22
12/15/1931  ,    78.6
12/16/1931  ,    76.49
12/17/1931  ,    73.79
12/18/1931  ,    80.69
12/19/1931  ,    80.75
12/21/1931  ,    78.08
12/22/1931  ,    79.55
12/23/1931  ,    76.02
12/24/1931  ,    75.84
12/28/1931  ,    73.84
12/29/1931  ,    75.84
12/30/1931  ,    77.14
12/31/1931  ,    77.9
1/2/1932  ,    74.62
1/4/1932  ,    71.59
1/5/1932  ,    71.24
1/6/1932  ,    76.31
1/7/1932  ,    78.03
1/8/1932  ,    81.8
1/9/1932  ,    79.98
1/11/1932  ,    80.44
1/12/1932  ,    79.39
1/13/1932  ,    84.36
1/14/1932  ,    85.35
1/15/1932  ,    85.88
1/16/1932  ,    84.44
1/18/1932  ,    81.45
1/19/1932  ,    81.1
1/20/1932  ,    83.57
1/21/1932  ,    83.42
1/22/1932  ,    78.81
1/23/1932  ,    77.98
1/25/1932  ,    78.66
1/26/1932  ,    79.76
1/27/1932  ,    77.82
1/28/1932  ,    76.73
1/29/1932  ,    76.55
1/30/1932  ,    76.19
2/1/1932  ,    79.63
2/2/1932  ,    77.82
2/3/1932  ,    78.26
2/4/1932  ,    77.66
2/5/1932  ,    75
2/6/1932  ,    74.45
2/8/1932  ,    73.45
2/9/1932  ,    72.38
2/10/1932  ,    71.8
2/11/1932  ,    78.6
2/13/1932  ,    85.82
2/15/1932  ,    82.18
2/16/1932  ,    85.75
2/17/1932  ,    82.24
2/18/1932  ,    85.13
2/19/1932  ,    85.98
2/20/1932  ,    83.59
2/23/1932  ,    80.26
2/24/1932  ,    82.73
2/25/1932  ,    82.05
2/26/1932  ,    82.09
2/27/1932  ,    82.02
2/29/1932  ,    81.44
3/1/1932  ,    81.87
3/2/1932  ,    86.28
3/3/1932  ,    86.13
3/4/1932  ,    86.11
3/5/1932  ,    88.49
3/7/1932  ,    87.16
3/8/1932  ,    88.78
3/9/1932  ,    86.94
3/10/1932  ,    86.25
3/11/1932  ,    83.61
3/12/1932  ,    84.52
3/14/1932  ,    81.12
3/15/1932  ,    81.02
3/16/1932  ,    79.11
3/17/1932  ,    80.87
3/18/1932  ,    78.82
3/19/1932  ,    78.09
3/21/1932  ,    79.9
3/22/1932  ,    79.55
3/23/1932  ,    78.64
3/24/1932  ,    77.99
3/26/1932  ,    75.69
3/28/1932  ,    75.09
3/29/1932  ,    75.5
3/30/1932  ,    77.15
3/31/1932  ,    73.28
4/1/1932  ,    72.18
4/2/1932  ,    71.3
4/4/1932  ,    71.19
4/5/1932  ,    68.07
4/6/1932  ,    66.46
4/7/1932  ,    66.2
4/8/1932  ,    62.9
4/9/1932  ,    64.48
4/11/1932  ,    62.04
4/12/1932  ,    62.33
4/13/1932  ,    61.18
4/14/1932  ,    63.27
4/15/1932  ,    64.49
4/16/1932  ,    63.39
4/18/1932  ,    60.85
4/19/1932  ,    59.75
4/20/1932  ,    59.46
4/21/1932  ,    62.01
4/22/1932  ,    58.88
4/23/1932  ,    59.22
4/25/1932  ,    58.92
4/26/1932  ,    59.71
4/27/1932  ,    61.28
4/28/1932  ,    58.24
4/29/1932  ,    55.93
4/30/1932  ,    56.11
5/2/1932  ,    55.37
5/3/1932  ,    54.15
5/4/1932  ,    54.88
5/5/1932  ,    54.1
5/6/1932  ,    59.01
5/7/1932  ,    58.04
5/9/1932  ,    57.04
5/10/1932  ,    57.68
5/11/1932  ,    57.83
5/12/1932  ,    55.62
5/13/1932  ,    53.46
5/14/1932  ,    52.48
5/16/1932  ,    53.96
5/17/1932  ,    54.04
5/18/1932  ,    52.81
5/19/1932  ,    53.14
5/20/1932  ,    53.31
5/21/1932  ,    53.04
5/23/1932  ,    52.98
5/24/1932  ,    50.85
5/25/1932  ,    49.1
5/26/1932  ,    49.99
5/27/1932  ,    47.47
5/28/1932  ,    47.7
5/31/1932  ,    44.74
6/1/1932  ,    44.93
6/2/1932  ,    47.25
6/3/1932  ,    48.4
6/4/1932  ,    50.88
6/6/1932  ,    49.32
6/7/1932  ,    47.47
6/8/1932  ,    45.2
6/9/1932  ,    45.32
6/10/1932  ,    48.94
6/11/1932  ,    48.26
6/13/1932  ,    48.11
6/14/1932  ,    49
6/15/1932  ,    50.62
6/16/1932  ,    50.34
6/17/1932  ,    47.56
6/18/1932  ,    47.55
6/20/1932  ,    47.8
6/21/1932  ,    46.58
6/22/1932  ,    46.27
6/23/1932  ,    46.83
6/24/1932  ,    44.84
6/25/1932  ,    44.76
6/27/1932  ,    42.93
6/28/1932  ,    43.18
6/29/1932  ,    43.66
6/30/1932  ,    42.84
7/1/1932  ,    44.39
7/5/1932  ,    43.47
7/6/1932  ,    44.08
7/7/1932  ,    41.81
7/8/1932  ,    41.22
7/9/1932  ,    41.63
7/11/1932  ,    42.99
7/12/1932  ,    42.68
7/13/1932  ,    44.88
7/14/1932  ,    44.34
7/15/1932  ,    45.47
7/16/1932  ,    45.29
7/18/1932  ,    44.07
7/19/1932  ,    43.79
7/20/1932  ,    45.43
7/21/1932  ,    46.5
7/22/1932  ,    47.69
7/23/1932  ,    47.84
7/25/1932  ,    49.78
7/26/1932  ,    49.04
7/27/1932  ,    51.34
7/28/1932  ,    52.61
7/29/1932  ,    53.89
7/30/1932  ,    54.26
8/1/1932  ,    54.94
8/2/1932  ,    53.16
8/3/1932  ,    58.22
8/4/1932  ,    59.63
8/5/1932  ,    62.6
8/6/1932  ,    66.56
8/8/1932  ,    67.71
8/9/1932  ,    67.08
8/10/1932  ,    69.39
8/11/1932  ,    68.9
8/12/1932  ,    63.11
8/13/1932  ,    63.19
8/15/1932  ,    66.51
8/16/1932  ,    68.91
8/17/1932  ,    67.5
8/18/1932  ,    67.93
8/19/1932  ,    66.84
8/20/1932  ,    67.18
8/22/1932  ,    70.87
8/23/1932  ,    72.13
8/24/1932  ,    73.55
8/25/1932  ,    73.31
8/26/1932  ,    74.43
8/27/1932  ,    75.61
8/29/1932  ,    75.22
8/30/1932  ,    74.3
8/31/1932  ,    73.16
9/1/1932  ,    73.67
9/2/1932  ,    76.77
9/3/1932  ,    78.33
9/6/1932  ,    77.28
9/7/1932  ,    79.93
9/8/1932  ,    77.49
9/9/1932  ,    76.19
9/10/1932  ,    76.54
9/12/1932  ,    72.33
9/13/1932  ,    69.85
9/14/1932  ,    65.88
9/15/1932  ,    67.94
9/16/1932  ,    67.1
9/17/1932  ,    66.44
9/19/1932  ,    65.06
9/20/1932  ,    67.49
9/21/1932  ,    75.16
9/22/1932  ,    72.71
9/23/1932  ,    73.92
9/24/1932  ,    74.83
9/26/1932  ,    71.06
9/27/1932  ,    71.49
9/28/1932  ,    73.52
9/29/1932  ,    71.53
9/30/1932  ,    71.56
10/1/1932  ,    72.09
10/3/1932  ,    71.21
10/4/1932  ,    71.16
10/5/1932  ,    66.07
10/6/1932  ,    66.28
10/7/1932  ,    62.67
10/8/1932  ,    61.17
10/10/1932  ,    58.47
10/11/1932  ,    61.66
10/13/1932  ,    59.76
10/14/1932  ,    63.84
10/15/1932  ,    64.22
10/17/1932  ,    62.69
10/18/1932  ,    63.49
10/19/1932  ,    65.74
10/20/1932  ,    64.4
10/21/1932  ,    61.01
10/22/1932  ,    60.85
10/24/1932  ,    61.03
10/25/1932  ,    60.32
10/26/1932  ,    61.36
10/27/1932  ,    61.86
10/28/1932  ,    63.09
10/29/1932  ,    62.09
10/31/1932  ,    61.9
11/1/1932  ,    60.22
11/2/1932  ,    58.53
11/3/1932  ,    58.28
11/4/1932  ,    61.53
11/5/1932  ,    62.41
11/7/1932  ,    64.58
11/9/1932  ,    61.67
11/10/1932  ,    65.54
11/11/1932  ,    68.03
11/12/1932  ,    68.04
11/14/1932  ,    65.57
11/15/1932  ,    65.26
11/16/1932  ,    63.24
11/17/1932  ,    62.99
11/18/1932  ,    62.96
11/19/1932  ,    64.14
11/21/1932  ,    63.65
11/22/1932  ,    63.16
11/23/1932  ,    59.47
11/25/1932  ,    58.78
11/26/1932  ,    58.89
11/28/1932  ,    59.17
11/29/1932  ,    58.77
11/30/1932  ,    56.35
