,1,2,3,4,5,6,7,8,9,10,11,12
1996,5179.377273,5518.74,5612.252381,5579.861905,5616.709091,5671.515,5496.268182,5685.509091,5804.01,5996.217391,6318.355,6435.871429
1997,6707.045455,6917.457895,6901.135,6657.509091,7242.328571,7599.614286,7990.654545,7948.42381,7866.585714,7875.821739,7677.352632,7909.822727
1998,7808.355,8323.615789,8709.477273,9037.433333,9080.085,8872.963636,9097.15,8478.538095,7909.8,8164.472727,9005.775,9018.681818
1999,9345.863158,9322.942105,9753.63913,10443.5,10853.875,10704.02727,11052.21905,10935.48182,10714.03333,10396.89048,10809.79048,11246.36818
2000,11281.27,10541.921,10483.37609,10944.30526,10580.26364,10582.98182,10662.98,11014.49565,10967.875,10440.96,10666.07143,10652.415
2001,10682.74286,10774.56842,10081.31182,10234.5025,11004.94545,10767.18571,10444.5,10314.68391,9042.562667,9220.75087,9721.819524,9979.8735
2002,9923.79619,9891.048421,10500.945,10165.18227,10080.485,9492.436,8616.522727,8685.474091,8160.776,8048.121739,8625.7245,8526.692381
2003,8474.585714,7916.183684,7977.718095,8332.08619,8623.414762,9098.072857,9154.394545,9284.778571,9492.537143,9682.458696,9762.200526,10124.66636
2004,10540.05,10601.48421,10323.73043,10418.41429,10083.813,10364.9,10152.08762,10032.79227,10204.68286,10001.6019,10411.74762,10673.37727
2005,10539.515,10723.81053,10682.09545,10283.18571,10377.18095,10486.69091,10545.38,10554.26957,10532.53333,10324.32381,10695.24762,10827.79048
2006,10872.49,10971.17895,11144.44348,11234.66842,11333.87273,10997.95455,11032.52,11257.34783,11533.6,11963.10909,12185.14286,12377.615
2007,12512.895,12631.46316,12268.53636,12754.79,13407.75455,13480.20476,13677.89524,13239.7087,13557.68421,13901.26522,13200.5619,13406.995
2008,12538.13333,12419.56,12193.88,12656.62727,12812.47619,12056.6619,11322.36818,11530.7381,11114.08571,9176.714348,8614.554211,8595.557273
2009,8396.2015,7690.492105,7235.477273,7992.121429,8398.3685,8592.996818,8679.745909,9375.061905,9634.970952,9857.344545,10227.5595,10433.43636
2010,10471.25263,10214.49421,10677.52609,11052.14762,10500.1975,10159.26409,10222.23952,10350.39818,10598.06619,11044.48524,11198.31286,11465.25727
2011,11802.3705,12190.00053,12081.47652,12434.8765,12579.99286,12097.30955,12512.3255,11326.61783,11175.45381,11515.93095,11804.33286,12075.68286
2012,12550.892,12889.0495,13079.465,13030.754,12721.08455,12544.90476,12814.1019,13134.90261,13418.49842,13380.64524,12896.44238,13144.1825
2013,13615.32286,13967.33,14418.258,14675.90909,15172.18045,15035.7545,15390.21136,15195.34773,15269.841,15289.2913,15870.828,16095.77476
2014,16243.72238,15958.44316,16308.62762,16401.59333,16566.29952,16840.8119,16987.13818,16776.02143,17097.52429,16701.87043,17648.97737,17754.24045
2015,17542.255,17945.41211,17931.745,17970.51333,18124.713,17927.21909,17795.01682,17061.59333,16339.95,17182.28227,17723.7685,17542.855
2016,16305.25211,16299.8985,17302.14273,17844.36571,17692.32,17754.86773,18341.1825,18495.18739,18267.40286,18184.54667,18697.32667,19712.42381
2017,19908.1525,20424.14632,20823.05783,20684.69368,20936.81136,21317.79545,21581.251,21914.07696,22173.414,23036.23727,23557.92952,24545.384
2018,25804.01762,24981.54526,24582.17048,24304.21286,24572.53227,24790.1081,24978.23143,25629.98826,26232.66789,25609.34174,25258.67524,23805.54526
2019,24157.79524,25605.52684,25722.62095,26401.57714,25744.78864,26160.101,27089.18682,26058.225,26900.214,26736.79609,27797.046,28167.00571
2020,28879.99429,28519.73158,22637.42091,23293.9,24146.48222,,,,,,,
Grand Total,3032.952677,3179.48032,3103.966203,3149.945441,3171.702009,3031.816533,3071.85871,3108.123508,3060.896756,3093.785308,3211.832359,3102.318037
